valor,elemento,foil,tipoCarta,colecao
2.42,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.01,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.58,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.71,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.46,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.46,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.85,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.25,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
0.6,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.17,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.37,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.19,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.25,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.31,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.51,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.98,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.13,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.36,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.75,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.69,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.34,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.12,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.1,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.66,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.29,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.41,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.73,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.98,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.98,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.43,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.9,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.13,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.72,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.02,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.5,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.17,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.33,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.14,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.77,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.73,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.07,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.22,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.79,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.18,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.04,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.41,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.14,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.79,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.98,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.51,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
0.36,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.46,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.86,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.9,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.04,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.97,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.38,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.54,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.32,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.38,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.5,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.62,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.17,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.71,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.75,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.0,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.71,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.77,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.06,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.47,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.2,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.87,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.0,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.5,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.68,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.09,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.84,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.97,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
0.88,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.52,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.28,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.73,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.31,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.23,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.99,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.16,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.07,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.85,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.86,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
0.87,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.13,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.47,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.39,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.92,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.22,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.85,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.78,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.23,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.36,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.64,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.4,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.2,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.29,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.34,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.41,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.18,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.55,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.28,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.29,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.1,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.11,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.41,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.28,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.76,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.24,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.92,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.02,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.83,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.1,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.5,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.22,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.12,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
4.85,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
5.35,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.92,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
4.43,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.71,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
0.53,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
1.2,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
3.57,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.71,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.9,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
5.06,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.2,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.11,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.27,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.16,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
5.15,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.31,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
1.16,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
2.45,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
4.24,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.62,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.09,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
3.5,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
0.79,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
5.43,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.97,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.35,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
5.05,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.3,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.87,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
4.59,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.05,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
3.13,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
5.1,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.58,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.98,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
1.84,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
3.77,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.26,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
0.91,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
3.29,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
3.38,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
4.61,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.63,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
2.32,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
4.04,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.88,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.8,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
3.7,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.33,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
2.21,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
0.86,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
4.79,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.53,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.09,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.18,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
1.68,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
2.41,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
5.1,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.36,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
5.24,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.18,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.25,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.31,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.13,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.98,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
2.38,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
5.31,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.91,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
3.52,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.95,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
2.77,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
0.71,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
1.64,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
4.84,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.74,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.46,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
5.56,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
5.33,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.24,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
3.09,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
1.38,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
1.44,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
0.42,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
4.96,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.94,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
1.9,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
0.5,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
1.19,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
5.09,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.75,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.5,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.4,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
5.05,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.29,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
2.19,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
1.19,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
0.12,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
3.05,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
3.03,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
4.11,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.32,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.5,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
0.29,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
0.68,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
2.85,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
3.8,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.06,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.49,Fogo,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.47,Fogo,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.31,Fogo,Foil,Pokémon – Stage 1,Amigos da Jornada
0.51,Fogo,Normal,Pokémon – Stage 1,Amigos da Jornada
5.11,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
7.13,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.43,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
6.56,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.37,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.17,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
4.43,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.4,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.28,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.5,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.79,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.77,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
7.0,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.31,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.3,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.15,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.48,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
7.33,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
8.29,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
6.64,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.33,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.59,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.3,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.69,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
6.32,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
8.93,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
8.49,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.03,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.01,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.18,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.92,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.78,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.0,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
0.29,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.67,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
7.56,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.26,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.26,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.47,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.13,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.94,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.56,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.65,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.09,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
7.09,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
6.49,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.78,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.97,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
5.2,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
5.79,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.06,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.44,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.18,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
4.07,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
7.95,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
6.57,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.82,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.18,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.88,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
6.43,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
8.0,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
6.57,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.93,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.14,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
4.09,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
4.47,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
0.52,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
6.1,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.51,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.09,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.64,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.67,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.72,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
6.58,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.38,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.06,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.38,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.61,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
5.15,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.82,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
5.42,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.29,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
7.93,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.35,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
6.49,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.33,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
7.23,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.58,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.08,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
7.91,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.27,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
5.24,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.96,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.27,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
3.12,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.66,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.15,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
8.17,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
7.92,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
5.27,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.72,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
7.32,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
8.08,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
7.97,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.63,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.55,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.29,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.63,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
5.8,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.73,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
6.82,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.62,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
14.32,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
10.69,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
16.27,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
8.17,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
10.55,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
17.33,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
14.86,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
11.86,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
4.68,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
7.79,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
19.95,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
9.16,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
17.62,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
19.98,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
6.78,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
18.49,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
17.1,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
12.72,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
19.71,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
11.48,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
16.55,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
11.43,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
18.39,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
9.91,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
16.43,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
7.02,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.58,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
5.97,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
19.25,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
6.83,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
10.26,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
11.09,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
10.77,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
18.35,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
6.73,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.27,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
13.99,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
16.23,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
14.64,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
6.67,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
15.2,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
